time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20160126:0846,639.87,658.21,189.03,2.56,47.77,28.73,2.9,0.0
20160126:0946,511.81,494.55,169.13,1.97,36.79,28.18,3.31,0.0
20160126:1046,328.4,293.02,135.31,1.24,24.31,27.53,3.66,0.0
20160126:1146,110.82,94.46,73.72,0.45,11.04,26.71,3.59,0.0
20160126:1246,0.0,0.0,0.0,0.0,0.0,25.7,3.31,0.0
20160126:1346,0.0,0.0,0.0,0.0,0.0,25.13,3.38,0.0
20160126:1446,0.0,0.0,0.0,0.0,0.0,24.84,3.59,0.0
20160126:1546,0.0,0.0,0.0,0.0,0.0,24.67,3.79,0.0
20160126:1646,0.0,0.0,0.0,0.0,0.0,24.5,3.93,0.0
20160126:1746,0.0,0.0,0.0,0.0,0.0,24.36,3.79,0.0
20160126:1846,0.0,0.0,0.0,0.0,0.0,24.13,2.83,0.0
20160126:1946,0.0,0.0,0.0,0.0,0.0,23.9,2.34,0.0
20160126:2046,0.0,0.0,0.0,0.0,0.0,23.42,1.66,0.0
20160126:2146,0.0,0.0,0.0,0.0,0.0,23.42,1.03,0.0
20160126:2246,0.0,0.0,0.0,0.0,0.0,23.95,0.62,0.0
20160126:2346,0.0,0.0,0.0,0.0,0.0,23.95,0.55,0.0
20160127:0046,0.0,0.0,0.0,0.0,0.0,23.82,0.62,0.0
20160127:0146,66.75,51.37,57.82,0.28,8.28,23.84,0.69,0.0
20160127:0246,278.94,227.22,140.81,1.04,21.68,25.59,1.45,0.0
20160127:0346,486.89,473.11,161.09,1.85,34.4,26.54,1.86,0.0
20160127:0446,614.29,613.74,199.2,2.44,45.83,27.36,2.14,0.0
20160127:0546,702.64,739.18,205.12,2.86,54.67,28.1,2.41,0.0
20160127:0646,740.92,812.14,192.25,3.05,58.65,28.55,2.48,0.0
20160127:0746,728.55,809.22,172.12,2.98,56.02,28.82,2.76,0.0
20160127:0846,645.82,672.98,181.59,2.58,47.99,28.82,3.03,0.0
20160127:0946,515.48,505.07,164.87,1.99,36.98,28.47,3.24,0.0
20160127:1046,329.68,295.73,135.19,1.25,24.46,27.82,3.45,0.0
20160127:1146,104.88,82.4,76.88,0.44,11.17,26.82,3.24,0.0
20160127:1246,0.0,0.0,0.0,0.0,0.0,25.65,2.97,0.0
20160127:1346,0.0,0.0,0.0,0.0,0.0,25.0,2.9,0.0
20160127:1446,0.0,0.0,0.0,0.0,0.0,24.61,2.9,0.0
20160127:1546,0.0,0.0,0.0,0.0,0.0,24.34,2.83,0.0
20160127:1646,0.0,0.0,0.0,0.0,0.0,24.09,2.76,0.0
20160127:1746,0.0,0.0,0.0,0.0,0.0,23.86,2.69,0.0
20160127:1846,0.0,0.0,0.0,0.0,0.0,23.56,2.48,0.0
20160127:1946,0.0,0.0,0.0,0.0,0.0,23.3,2.41,0.0
20160127:2046,0.0,0.0,0.0,0.0,0.0,22.85,2.21,0.0
20160127:2146,0.0,0.0,0.0,0.0,0.0,22.15,1.93,0.0
20160127:2246,0.0,0.0,0.0,0.0,0.0,22.17,1.45,0.0
20160127:2346,0.0,0.0,0.0,0.0,0.0,23.62,0.83,0.0
20160128:0046,0.0,0.0,0.0,0.0,0.0,23.54,0.0,0.0
20160128:0146,74.54,64.25,56.94,0.3,8.3,23.44,0.41,0.0
20160128:0246,295.14,264.55,126.25,1.09,21.74,24.73,0.48,0.0
20160128:0346,482.14,473.35,160.93,1.86,34.49,26.25,0.97,0.0
20160128:0446,616.52,637.94,186.62,2.47,45.97,27.43,1.52,0.0
20160128:0546,704.11,768.57,188.24,2.9,54.87,28.3,1.86,0.0
20160128:0646,726.35,784.07,209.85,3.03,58.91,28.75,1.93,0.0
20160128:0746,707.18,753.03,206.5,2.92,56.27,29.17,2.28,0.0
20160128:0846,651.36,701.25,165.73,2.62,48.22,29.16,2.76,0.0
20160128:0946,526.1,536.29,149.17,2.04,37.16,28.75,3.17,0.0
20160128:1046,340.12,320.17,125.02,1.28,24.62,27.99,3.24,0.0
20160128:1146,114.59,98.73,74.75,0.47,11.3,26.94,2.97,0.0
20160128:1246,0.0,0.0,0.0,0.0,0.0,25.68,2.48,0.0
20160128:1346,0.0,0.0,0.0,0.0,0.0,24.98,2.34,0.0
20160128:1446,0.0,0.0,0.0,0.0,0.0,24.58,2.14,0.0
20160128:1546,0.0,0.0,0.0,0.0,0.0,24.09,2.07,0.0
20160128:1646,0.0,0.0,0.0,0.0,0.0,23.36,2.0,0.0
20160128:1746,0.0,0.0,0.0,0.0,0.0,22.42,1.79,0.0
20160128:1846,0.0,0.0,0.0,0.0,0.0,22.09,1.86,0.0
20160128:1946,0.0,0.0,0.0,0.0,0.0,22.35,1.52,0.0
20160128:2046,0.0,0.0,0.0,0.0,0.0,22.88,1.24,0.0
20160128:2146,0.0,0.0,0.0,0.0,0.0,23.51,0.97,0.0
20160128:2246,0.0,0.0,0.0,0.0,0.0,23.7,0.62,0.0
20160128:2346,0.0,0.0,0.0,0.0,0.0,22.88,0.28,0.0
20160129:0046,0.0,0.0,0.0,0.0,0.0,22.25,0.34,0.0
20160129:0146,67.61,50.76,58.72,0.29,8.33,21.87,0.48,0.0
20160129:0246,297.96,265.04,126.12,1.1,21.79,23.38,0.69,0.0
20160129:0346,485.27,474.74,160.79,1.86,34.59,25.33,0.97,0.0
20160129:0446,618.54,639.17,186.47,2.48,46.11,26.79,1.45,0.0
20160129:0546,699.65,741.51,205.86,2.88,55.08,27.98,1.93,0.0
20160129:0646,736.54,816.54,190.87,3.07,59.17,28.88,2.07,0.0
20160129:0746,717.01,784.39,188.6,2.96,56.54,29.38,2.41,0.0
20160129:0846,636.83,652.63,195.81,2.57,48.44,29.56,2.76,0.0
20160129:0946,516.81,509.82,164.56,2.02,37.35,29.36,3.31,0.0
20160129:1046,331.62,298.67,135.94,1.26,24.77,28.61,3.59,0.0
20160129:1146,117.03,102.22,74.82,0.48,11.43,27.35,3.24,0.0
20160129:1246,0.0,0.0,0.0,0.0,0.0,25.81,3.24,0.0
20160129:1346,0.0,0.0,0.0,0.0,0.0,24.97,3.24,0.0
20160129:1446,0.0,0.0,0.0,0.0,0.0,24.49,3.24,0.0
20160129:1546,0.0,0.0,0.0,0.0,0.0,24.18,3.1,0.0
20160129:1646,0.0,0.0,0.0,0.0,0.0,23.95,2.97,0.0
20160129:1746,0.0,0.0,0.0,0.0,0.0,23.78,2.76,0.0
20160129:1846,0.0,0.0,0.0,0.0,0.0,23.34,2.21,0.0
20160129:1946,0.0,0.0,0.0,0.0,0.0,22.5,1.86,0.0
20160129:2046,0.0,0.0,0.0,0.0,0.0,22.04,1.52,0.0
20160129:2146,0.0,0.0,0.0,0.0,0.0,22.13,1.24,0.0
20160129:2246,0.0,0.0,0.0,0.0,0.0,21.7,1.24,0.0
20160129:2346,0.0,0.0,0.0,0.0,0.0,21.01,1.24,0.0
20160130:0046,0.0,0.0,0.0,0.0,0.0,20.85,1.03,0.0
20160130:0146,20.06,1.63,37.48,0.13,8.37,21.38,0.97,0.0
20160130:0246,220.38,118.28,171.29,0.88,21.86,22.66,0.9,0.0
20160130:0346,467.58,423.2,187.09,1.81,34.69,24.76,0.9,0.0
20160130:0446,542.12,415.5,298.23,2.19,46.26,26.76,1.79,0.0
20160130:0546,684.13,674.0,243.78,2.8,55.3,27.76,2.28,0.0
20160130:0646,678.41,619.61,301.22,2.84,59.44,28.33,1.86,0.0
20160130:0746,698.16,714.94,229.92,2.89,56.8,28.9,2.28,0.0
20160130:0846,645.29,679.68,181.11,2.61,48.67,29.11,2.55,0.0
20160130:0946,520.24,521.35,159.23,2.04,37.53,28.95,2.83,0.0
20160130:1046,335.64,306.11,133.84,1.28,24.92,28.35,3.24,0.0
20160130:1146,118.39,102.88,75.76,0.48,11.55,27.24,3.17,0.0
20160130:1246,0.0,0.0,0.0,0.0,0.0,25.77,3.17,0.0
20160130:1346,0.0,0.0,0.0,0.0,0.0,24.92,3.17,0.0
20160130:1446,0.0,0.0,0.0,0.0,0.0,24.41,3.17,0.0
20160130:1546,0.0,0.0,0.0,0.0,0.0,24.03,3.1,0.0
20160130:1646,0.0,0.0,0.0,0.0,0.0,23.79,3.03,0.0
20160130:1746,0.0,0.0,0.0,0.0,0.0,23.58,2.97,0.0
20160130:1846,0.0,0.0,0.0,0.0,0.0,23.49,2.83,0.0
20160130:1946,0.0,0.0,0.0,0.0,0.0,23.3,2.62,0.0
20160130:2046,0.0,0.0,0.0,0.0,0.0,23.11,2.34,0.0
20160130:2146,0.0,0.0,0.0,0.0,0.0,22.69,2.07,0.0
20160130:2246,0.0,0.0,0.0,0.0,0.0,21.92,1.59,0.0
20160130:2346,0.0,0.0,0.0,0.0,0.0,22.28,1.03,0.0
20160131:0046,0.0,0.0,0.0,0.0,0.0,22.62,0.76,0.0
20160131:0146,60.48,40.39,58.51,0.27,8.4,22.25,0.48,0.0
20160131:0246,271.41,209.48,147.79,1.03,21.92,23.36,0.41,0.0
20160131:0346,477.32,449.28,174.83,1.84,34.79,24.94,0.9,0.0
20160131:0446,602.56,570.9,225.18,2.41,46.42,26.47,1.86,0.0
20160131:0546,709.54,758.35,197.18,2.91,55.52,27.42,2.14,0.0
20160131:0646,739.25,804.07,201.03,3.07,59.72,28.18,2.21,0.0
20160131:0746,720.96,773.03,198.75,2.97,57.07,28.64,2.62,0.0
20160131:0846,634.87,631.23,209.89,2.56,48.89,28.85,2.9,0.0
20160131:0946,504.58,466.35,190.85,1.98,37.72,28.69,3.1,0.0
20160131:1046,338.14,307.51,134.75,1.29,25.07,28.03,3.31,0.0
20160131:1146,126.08,118.71,71.17,0.51,11.68,26.94,3.03,0.0
20160131:1246,0.0,0.0,0.0,0.0,0.0,25.41,3.03,0.0
20160131:1346,0.0,0.0,0.0,0.0,0.0,24.47,3.03,0.0
20160131:1446,0.0,0.0,0.0,0.0,0.0,23.87,2.97,0.0
20160131:1546,0.0,0.0,0.0,0.0,0.0,23.5,2.62,0.0
20160131:1646,0.0,0.0,0.0,0.0,0.0,23.08,2.34,0.0
20160131:1746,0.0,0.0,0.0,0.0,0.0,22.26,2.14,0.0
20160131:1846,0.0,0.0,0.0,0.0,0.0,21.59,1.93,0.0
20160131:1946,0.0,0.0,0.0,0.0,0.0,21.56,1.45,0.0
20160131:2046,0.0,0.0,0.0,0.0,0.0,22.81,1.03,0.0
20160131:2146,0.0,0.0,0.0,0.0,0.0,22.34,1.03,0.0
20160131:2246,0.0,0.0,0.0,0.0,0.0,20.84,1.17,0.0
20160131:2346,0.0,0.0,0.0,0.0,0.0,20.4,1.1,0.0
20160201:0046,0.0,0.0,0.0,0.0,0.0,20.5,1.45,0.0
20160201:0146,62.77,41.72,59.66,0.28,8.44,20.98,1.59,0.0
20160201:0246,316.85,302.59,108.43,1.15,21.99,22.09,1.38,0.0
20160201:0346,489.26,474.06,161.29,1.87,34.9,24.22,1.17,0.0
20160201:0446,598.0,573.31,222.9,2.41,46.58,25.88,1.17,0.0
20160201:0546,693.02,731.36,211.49,2.88,55.74,27.3,1.45,0.0
20160201:0646,740.52,819.58,190.35,3.09,59.99,28.49,2.14,0.0
20160201:0746,729.87,819.78,169.21,3.02,57.35,29.01,2.48,0.0
20160201:0846,654.11,698.63,170.28,2.64,49.12,29.05,2.9,0.0
20160201:0946,539.59,572.79,130.64,2.1,37.9,28.64,3.1,0.0
20160201:1046,337.92,306.51,135.56,1.29,25.22,27.81,3.03,0.0
20160201:1146,90.52,52.08,85.16,0.41,11.8,26.73,2.62,0.0
20160201:1246,0.0,0.0,0.0,0.0,0.0,25.27,2.34,0.0
20160201:1346,0.0,0.0,0.0,0.0,0.0,24.45,2.28,0.0
20160201:1446,0.0,0.0,0.0,0.0,0.0,23.9,2.28,0.0
20160201:1546,0.0,0.0,0.0,0.0,0.0,23.34,2.28,0.0
20160201:1646,0.0,0.0,0.0,0.0,0.0,22.54,2.21,0.0
20160201:1746,0.0,0.0,0.0,0.0,0.0,21.83,2.14,0.0
20160201:1846,0.0,0.0,0.0,0.0,0.0,21.33,1.66,0.0
20160201:1946,0.0,0.0,0.0,0.0,0.0,22.0,1.31,0.0
20160201:2046,0.0,0.0,0.0,0.0,0.0,22.65,1.1,0.0
20160201:2146,0.0,0.0,0.0,0.0,0.0,21.82,1.24,0.0
20160201:2246,0.0,0.0,0.0,0.0,0.0,20.04,1.38,0.0
20160201:2346,0.0,0.0,0.0,0.0,0.0,19.57,1.1,0.0
20160202:0046,0.0,0.0,0.0,0.0,0.0,19.23,1.17,0.0
20160202:0146,79.72,70.09,57.07,0.32,8.49,20.22,1.31,0.0
20160202:0246,318.0,302.86,108.27,1.15,22.06,21.17,1.24,0.0
20160202:0346,498.9,492.86,151.83,1.9,35.01,23.12,1.17,0.0
20160202:0446,631.38,709.68,145.89,2.57,46.74,25.46,0.48,0.0
20160202:0546,693.54,790.67,177.98,2.95,55.97,27.21,0.41,0.0
20160202:0646,729.75,821.67,190.19,3.1,60.28,28.25,1.24,0.0
20160202:0746,722.08,821.81,169.05,3.03,57.62,28.89,1.72,0.0
20160202:0846,649.5,700.74,171.19,2.66,49.35,29.04,2.14,0.0
20160202:0946,494.38,447.17,201.52,1.97,38.08,28.8,2.34,0.0
20160202:1046,318.45,262.72,156.08,1.24,25.37,28.12,2.48,0.0
20160202:1146,131.84,127.92,70.24,0.53,11.92,26.92,2.41,0.0
20160202:1246,0.0,0.0,0.0,0.0,0.0,25.31,2.41,0.0
20160202:1346,0.0,0.0,0.0,0.0,0.0,24.44,2.34,0.0
20160202:1446,0.0,0.0,0.0,0.0,0.0,23.97,2.28,0.0
20160202:1546,0.0,0.0,0.0,0.0,0.0,23.45,2.14,0.0
20160202:1646,0.0,0.0,0.0,0.0,0.0,22.46,1.86,0.0
20160202:1746,0.0,0.0,0.0,0.0,0.0,22.4,1.38,0.0
20160202:1846,0.0,0.0,0.0,0.0,0.0,23.38,1.1,0.0
20160202:1946,0.0,0.0,0.0,0.0,0.0,23.77,0.48,0.0
20160202:2046,0.0,0.0,0.0,0.0,0.0,23.36,0.76,0.0
20160202:2146,0.0,0.0,0.0,0.0,0.0,22.52,0.9,0.0
20160202:2246,0.0,0.0,0.0,0.0,0.0,21.05,1.03,0.0
20160202:2346,0.0,0.0,0.0,0.0,0.0,20.27,1.03,0.0
20160203:0046,0.0,0.0,0.0,0.0,0.0,20.18,1.31,0.0
20160203:0146,49.25,23.72,57.58,0.24,8.54,21.16,1.38,0.0
20160203:0246,290.53,240.99,136.05,1.08,22.14,22.15,1.38,0.0
20160203:0346,490.56,475.44,160.94,1.88,35.12,24.19,1.24,0.0
20160203:0446,618.32,634.72,190.76,2.5,46.91,26.35,1.31,0.0
20160203:0546,705.5,792.75,176.74,2.96,56.21,27.59,1.17,0.0
20160203:0646,739.66,854.85,171.15,3.14,60.57,28.29,1.31,0.0
20160203:0746,721.09,823.82,168.89,3.04,57.9,28.95,1.59,0.0
20160203:0846,663.39,756.55,138.44,2.72,49.58,29.23,2.0,0.0
20160203:0946,531.55,555.44,144.0,2.1,38.27,29.1,2.41,0.0
20160203:1046,338.5,309.25,136.29,1.31,25.52,28.52,2.55,0.0
20160203:1146,125.86,113.51,75.71,0.52,12.04,27.44,2.48,0.0
20160203:1246,0.0,0.0,0.0,0.0,0.0,25.92,2.34,0.0
20160203:1346,0.0,0.0,0.0,0.0,0.0,25.05,2.34,0.0
20160203:1446,0.0,0.0,0.0,0.0,0.0,24.58,2.34,0.0
20160203:1546,0.0,0.0,0.0,0.0,0.0,24.15,2.21,0.0
20160203:1646,0.0,0.0,0.0,0.0,0.0,23.41,1.93,0.0
20160203:1746,0.0,0.0,0.0,0.0,0.0,22.51,1.59,0.0
20160203:1846,0.0,0.0,0.0,0.0,0.0,24.26,0.62,0.0
20160203:1946,0.0,0.0,0.0,0.0,0.0,24.08,0.07,0.0
20160203:2046,0.0,0.0,0.0,0.0,0.0,23.68,0.62,0.0
20160203:2146,0.0,0.0,0.0,0.0,0.0,22.94,1.03,0.0
20160203:2246,0.0,0.0,0.0,0.0,0.0,20.54,1.45,0.0
20160203:2346,0.0,0.0,0.0,0.0,0.0,19.79,1.52,0.0
20160204:0046,0.0,0.0,0.0,0.0,0.0,19.95,1.72,0.0
20160204:0146,80.91,72.17,57.03,0.33,8.59,20.68,1.79,0.0
20160204:0246,309.43,282.26,118.12,1.13,22.22,21.7,1.45,0.0
20160204:0346,508.01,533.64,129.49,1.95,35.24,24.74,1.1,0.0
20160204:0446,626.62,686.73,161.4,2.56,47.08,26.83,0.83,0.0
20160204:0546,721.17,823.83,159.78,3.0,56.45,28.21,1.79,0.0
20160204:0646,764.13,890.13,149.88,3.19,60.86,28.86,2.55,0.0
20160204:0746,738.86,825.81,168.73,3.05,58.19,29.15,3.03,0.0
20160204:0846,669.85,731.71,154.08,2.7,49.81,29.02,3.38,0.0
20160204:0946,542.69,567.8,137.55,2.12,38.45,28.61,3.45,0.0
20160204:1046,354.08,341.3,120.9,1.35,25.66,27.93,3.38,0.0
20160204:1146,119.64,97.96,80.94,0.5,12.16,26.99,3.17,0.0
20160204:1246,0.0,0.0,0.0,0.0,0.0,25.81,2.69,0.0
20160204:1346,0.0,0.0,0.0,0.0,0.0,25.12,2.69,0.0
20160204:1446,0.0,0.0,0.0,0.0,0.0,24.8,2.55,0.0
20160204:1546,0.0,0.0,0.0,0.0,0.0,24.6,2.48,0.0
20160204:1646,0.0,0.0,0.0,0.0,0.0,24.35,2.34,0.0
20160204:1746,0.0,0.0,0.0,0.0,0.0,23.93,2.07,0.0
20160204:1846,0.0,0.0,0.0,0.0,0.0,23.77,2.28,0.0
20160204:1946,0.0,0.0,0.0,0.0,0.0,23.59,2.21,0.0
20160204:2046,0.0,0.0,0.0,0.0,0.0,23.4,2.07,0.0
20160204:2146,0.0,0.0,0.0,0.0,0.0,22.91,1.79,0.0
20160204:2246,0.0,0.0,0.0,0.0,0.0,22.87,1.31,0.0
20160204:2346,0.0,0.0,0.0,0.0,0.0,24.03,0.55,0.0
20160205:0046,0.0,0.0,0.0,0.0,0.0,24.09,0.14,0.0
20160205:0146,72.03,57.59,59.9,0.31,8.65,24.16,0.48,0.0
20160205:0246,293.73,261.55,127.97,1.11,22.31,25.42,0.69,0.0
20160205:0346,496.14,505.72,146.13,1.93,35.37,26.91,1.38,0.0
20160205:0446,554.05,448.31,287.74,2.27,47.25,27.84,1.66,0.0
20160205:0546,623.63,504.84,333.23,2.61,56.69,28.59,2.0,0.0
20160205:0646,637.74,487.57,369.56,2.7,61.16,28.88,2.34,0.0
20160205:0746,700.05,694.8,247.24,2.91,58.47,29.13,2.76,0.0
20160205:0846,661.76,706.94,170.68,2.69,50.04,29.03,3.1,0.0
20160205:0946,543.47,569.91,137.39,2.13,38.63,28.73,3.38,0.0
20160205:1046,346.04,317.81,133.98,1.33,25.81,28.11,3.52,0.0
20160205:1146,137.93,137.26,69.05,0.56,12.27,27.23,3.59,0.0
20160205:1246,0.0,0.0,0.0,0.0,0.0,26.08,3.17,0.0
20160205:1346,0.0,0.0,0.0,0.0,0.0,25.35,3.1,0.0
20160205:1446,0.0,0.0,0.0,0.0,0.0,24.92,2.9,0.0
20160205:1546,0.0,0.0,0.0,0.0,0.0,24.61,2.9,0.0
20160205:1646,0.0,0.0,0.0,0.0,0.0,24.38,2.97,0.0
20160205:1746,0.0,0.0,0.0,0.0,0.0,24.17,2.97,0.0
20160205:1846,0.0,0.0,0.0,0.0,0.0,24.12,2.9,0.0
20160205:1946,0.0,0.0,0.0,0.0,0.0,23.97,2.83,0.0
20160205:2046,0.0,0.0,0.0,0.0,0.0,23.79,2.69,0.0
20160205:2146,0.0,0.0,0.0,0.0,0.0,23.65,2.48,0.0
20160205:2246,0.0,0.0,0.0,0.0,0.0,23.48,2.21,0.0
20160205:2346,0.0,0.0,0.0,0.0,0.0,23.17,2.0,0.0
20160206:0046,0.0,0.0,0.0,0.0,0.0,22.81,1.93,0.0
20160206:0146,58.73,35.51,60.73,0.27,8.71,23.54,1.72,0.0
20160206:0246,289.65,242.19,137.7,1.1,22.4,26.07,2.76,0.0
20160206:0346,488.02,460.55,170.69,1.88,35.49,26.95,2.76,0.0
20160206:0446,619.71,614.27,204.66,2.49,47.43,27.82,2.48,0.0
20160206:0546,707.96,738.75,211.63,2.92,56.94,28.49,2.69,0.0
20160206:0646,745.87,813.16,199.94,3.12,61.46,28.67,2.48,0.0
20160206:0746,713.05,724.62,230.66,2.95,58.76,28.6,2.97,0.0
20160206:0846,561.93,410.69,324.71,2.31,50.28,28.46,3.38,0.0
20160206:0946,501.05,435.21,211.84,1.98,38.81,28.09,3.79,0.0
20160206:1046,361.44,350.77,118.57,1.38,25.95,27.47,3.86,0.0
20160206:1146,140.46,140.29,69.0,0.57,12.39,26.78,3.66,0.0
20160206:1246,0.0,0.0,0.0,0.0,0.0,26.03,3.1,0.0
20160206:1346,0.0,0.0,0.0,0.0,0.0,25.54,2.76,0.0
20160206:1446,0.0,0.0,0.0,0.0,0.0,25.23,2.55,0.0
20160206:1546,0.0,0.0,0.0,0.0,0.0,25.02,2.55,0.0
20160206:1646,0.0,0.0,0.0,0.0,0.0,24.85,2.76,0.0
20160206:1746,0.0,0.0,0.0,0.0,0.0,24.71,3.03,0.0
20160206:1846,0.0,0.0,0.0,0.0,0.0,24.79,2.9,0.0
20160206:1946,0.0,0.0,0.0,0.0,0.0,24.69,2.41,0.0
20160206:2046,0.0,0.0,0.0,0.0,0.0,24.35,1.93,0.0
20160206:2146,0.0,0.0,0.0,0.0,0.0,23.59,1.59,0.0
20160206:2246,0.0,0.0,0.0,0.0,0.0,24.36,0.97,0.0
20160206:2346,0.0,0.0,0.0,0.0,0.0,24.81,0.34,0.0
20160207:0046,0.0,0.0,0.0,0.0,0.0,24.54,0.34,0.0
20160207:0146,82.05,75.02,58.01,0.34,8.78,23.88,0.9,0.0
20160207:0246,314.57,311.15,105.41,1.18,22.49,25.94,1.17,0.0
20160207:0346,496.44,506.77,146.83,1.94,35.62,27.48,1.45,0.0
20160207:0446,560.79,460.1,283.51,2.3,47.62,28.44,2.07,0.0
20160207:0546,602.46,440.94,363.59,2.53,57.19,29.11,2.48,0.0
20160207:0646,618.85,434.08,393.88,2.62,61.77,29.28,2.69,0.0
20160207:0746,621.41,461.65,365.46,2.61,59.05,29.44,3.1,0.0
20160207:0846,572.87,441.02,313.16,2.36,50.51,29.71,3.52,0.0
20160207:0946,545.84,572.92,138.11,2.15,38.99,29.57,3.79,0.0
20160207:1046,359.88,353.11,117.33,1.39,26.09,29.07,4.07,0.0
20160207:1146,125.56,105.15,81.95,0.53,12.5,27.77,4.48,0.0
20160207:1246,0.0,0.0,0.0,0.0,0.0,26.5,4.34,0.0
20160207:1346,0.0,0.0,0.0,0.0,0.0,25.91,4.21,0.0
20160207:1446,0.0,0.0,0.0,0.0,0.0,25.66,4.21,0.0
20160207:1546,0.0,0.0,0.0,0.0,0.0,25.52,4.34,0.0
20160207:1646,0.0,0.0,0.0,0.0,0.0,25.37,4.41,0.0
20160207:1746,0.0,0.0,0.0,0.0,0.0,25.2,4.14,0.0
20160207:1846,0.0,0.0,0.0,0.0,0.0,25.06,3.38,0.0
20160207:1946,0.0,0.0,0.0,0.0,0.0,24.8,2.9,0.0
20160207:2046,0.0,0.0,0.0,0.0,0.0,24.55,2.41,0.0
20160207:2146,0.0,0.0,0.0,0.0,0.0,24.19,2.0,0.0
20160207:2246,0.0,0.0,0.0,0.0,0.0,23.5,1.59,0.0
20160207:2346,0.0,0.0,0.0,0.0,0.0,23.7,1.03,0.0
20160208:0046,0.0,0.0,0.0,0.0,0.0,23.14,1.1,0.0
20160208:0146,75.19,60.72,60.93,0.33,8.85,23.52,0.97,0.0
20160208:0246,298.01,268.52,126.58,1.14,22.59,25.9,0.97,0.0
20160208:0346,463.68,409.96,197.55,1.83,35.76,27.28,1.59,0.0
20160208:0446,575.32,503.0,263.71,2.36,47.8,28.19,1.72,0.0
20160208:0546,703.49,756.19,204.04,2.96,57.45,28.99,1.86,0.0
20160208:0646,760.22,864.53,170.33,3.19,62.09,29.34,2.69,0.0
20160208:0746,747.27,848.96,158.62,3.11,59.34,29.6,3.17,0.0
20160208:0846,678.96,752.86,146.09,2.76,50.74,29.5,3.59,0.0
20160208:0946,549.39,574.96,137.95,2.16,39.17,29.11,4.0,0.0
20160208:1046,353.28,328.63,131.5,1.37,26.23,28.37,4.14,0.0
20160208:1146,127.97,108.35,81.98,0.54,12.61,27.47,3.93,0.0
20160208:1246,0.0,0.0,0.0,0.0,0.0,26.38,3.24,0.0
20160208:1346,0.0,0.0,0.0,0.0,0.0,25.68,2.9,0.0
20160208:1446,0.0,0.0,0.0,0.0,0.0,25.24,2.62,0.0
20160208:1546,0.0,0.0,0.0,0.0,0.0,24.95,2.48,0.0
20160208:1646,0.0,0.0,0.0,0.0,0.0,24.67,2.34,0.0
20160208:1746,0.0,0.0,0.0,0.0,0.0,24.32,2.14,0.0
20160208:1846,0.0,0.0,0.0,0.0,0.0,23.66,2.0,0.0
20160208:1946,0.0,0.0,0.0,0.0,0.0,23.05,2.07,0.0
20160208:2046,0.0,0.0,0.0,0.0,0.0,22.68,2.14,0.0
20160208:2146,0.0,0.0,0.0,0.0,0.0,22.41,2.07,0.0
20160208:2246,0.0,0.0,0.0,0.0,0.0,22.08,1.93,0.0
20160208:2346,0.0,0.0,0.0,0.0,0.0,22.14,1.59,0.0
20160209:0046,0.0,0.0,0.0,0.0,0.0,23.27,1.1,0.0
20160209:0146,54.96,28.59,61.88,0.27,8.92,23.9,0.76,0.0
20160209:0246,300.36,269.97,126.43,1.14,22.69,25.67,1.38,0.0
20160209:0346,495.87,490.51,156.83,1.94,35.9,26.85,1.86,0.0
20160209:0446,627.51,654.41,184.52,2.56,48.0,27.89,1.79,0.0
20160209:0546,716.4,801.37,177.83,3.01,57.71,28.65,1.79,0.0
20160209:0646,754.41,882.91,159.65,3.22,62.4,29.34,1.86,0.0
20160209:0746,731.16,819.99,177.3,3.09,59.64,29.83,2.41,0.0
20160209:0846,666.72,727.08,162.68,2.74,50.97,29.9,3.03,0.0
20160209:0946,546.49,576.99,136.7,2.17,39.35,29.48,3.45,0.0
20160209:1046,362.42,355.4,118.04,1.41,26.37,28.63,3.72,0.0
20160209:1146,129.08,108.91,82.9,0.55,12.72,27.43,3.52,0.0
20160209:1246,0.0,0.0,0.0,0.0,0.0,26.12,2.97,0.0
20160209:1346,0.0,0.0,0.0,0.0,0.0,25.36,2.76,0.0
20160209:1446,0.0,0.0,0.0,0.0,0.0,24.9,2.69,0.0
20160209:1546,0.0,0.0,0.0,0.0,0.0,24.61,2.55,0.0
20160209:1646,0.0,0.0,0.0,0.0,0.0,24.36,2.48,0.0
20160209:1746,0.0,0.0,0.0,0.0,0.0,24.09,2.34,0.0
20160209:1846,0.0,0.0,0.0,0.0,0.0,23.54,2.21,0.0
20160209:1946,0.0,0.0,0.0,0.0,0.0,23.02,2.0,0.0
20160209:2046,0.0,0.0,0.0,0.0,0.0,22.52,1.59,0.0
20160209:2146,0.0,0.0,0.0,0.0,0.0,22.85,1.17,0.0
20160209:2246,0.0,0.0,0.0,0.0,0.0,22.93,1.03,0.0
20160209:2346,0.0,0.0,0.0,0.0,0.0,23.06,0.55,0.0
20160210:0046,0.0,0.0,0.0,0.0,0.0,22.69,0.41,0.0
20160210:0146,77.79,64.14,60.98,0.34,9.0,22.41,0.48,0.0
20160210:0246,293.32,249.58,136.13,1.12,22.8,23.79,0.69,0.0
20160210:0346,480.89,464.08,172.04,1.91,36.04,25.56,0.41,0.0
20160210:0446,629.71,682.19,168.73,2.6,48.19,27.2,1.03,0.0
